Date,Song,Artist,Rank,Peak Position,Weeks in Charts,Week
2023-04-12,Kill Bill,SZA,2,2,17,15
2023-04-12,Flowers,Miley Cyrus,3,1,12,15
2023-04-12,Creepin',Metro Boomin| The Weeknd & 21 Savage,4,3,18,15
2023-04-12,Die For You,The Weeknd & Ariana Grande,5,1,36,15
2023-04-12,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,6,3,9,15
2023-04-12,Calm Down,Rema & Selena Gomez,7,7,31,15
2023-04-12,Anti-Hero,Taylor Swift,8,1,24,15
2023-04-12,Players,Coi Leray,9,9,14,15
2023-04-12,Rock And A Hard Place,Bailey Zimmerman,10,10,43,15
2023-04-12,Lavender Haze,Taylor Swift,11,2,24,15
2023-04-12,You Proof,Morgan Wallen,12,5,47,15
2023-04-12,As It Was,Harry Styles,13,1,53,15
2023-04-12,Favorite Song,Toosii,14,14,7,15
2023-04-12,Sure Thing,Miguel,15,15,36,15
2023-04-12,Fight The Feeling,Rod Wave,16,1,-,15
2023-04-12,Ella Baila Sola,Eslabon Armado X Peso Pluma,17,17,3,15
2023-04-12,I'm Good (Blue),David Guetta & Bebe Rexha,18,4,32,15
2023-04-12,Under The Influence,Chris Brown,19,12,30,15
2023-04-12,Thought You Should Know,Morgan Wallen,20,7,34,15
2023-04-12,Thinkin' Bout Me,Morgan Wallen,21,9,5,15
2023-04-12,Unholy,Sam Smith & Kim Petras,22,1,28,15
2023-04-12,Escapism,RAYE Featuring 070 Shake,23,22,18,15
2023-04-12,One Thing At A Time,Morgan Wallen,24,10,18,15
2023-04-12,Just Wanna Rock,Lil Uzi Vert,25,10,25,15
2023-04-12,La Bebe,Yng Lvcas x Peso Pluma,26,26,3,15
2023-04-12,Something In The Orange,Zach Bryan,27,10,50,15
2023-04-12,Thank God,Kane Brown With Katelyn Brown,28,13,30,15
2023-04-12,Heart Like A Truck,Lainey Wilson,29,29,21,15
2023-04-12,Rich Flex,Drake & 21 Savage,30,2,22,15
2023-04-12,TQG,Karol G x Shakira,31,7,6,15
2023-04-12,Fast Car,Luke Combs,32,32,2,15
2023-04-12,Dogtooth,Tyler| The Creator,33,33,2,15
2023-04-12,Cuff It,Beyonce,34,6,34,15
2023-04-12,Snooze,SZA,35,29,17,15
2023-04-12,Love You Anyway,Luke Combs,36,15,8,15
2023-04-12,Wait In The Truck,HARDY Featuring Lainey Wilson,37,23,31,15
2023-04-12,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,38,8,18,15
2023-04-12,Eyes Closed,Ed Sheeran,39,26,2,15
2023-04-12,Until I Found You,Stephen Sanchez,40,23,40,15
2023-04-12,Spin Bout U,Drake & 21 Savage,41,5,22,15
2023-04-12,5 Leaf Clover,Luke Combs,42,33,3,15
2023-04-12,Slut Me Out,NLE Choppa,43,43,3,15
2023-04-12,Bloody Mary,Lady Gaga,44,41,14,15
2023-04-12,Like Crazy,Jimin,45,1,2,15
2023-04-12,Going; Going; Gone,Luke Combs,46,23,21,15
2023-04-12,Golden Hour,JVKE,47,10,32,15
2023-04-12,Sorry Not Sorry,Tyler| The Creator,48,1,-,15
2023-04-12,Shirt,SZA,49,11,23,15
2023-04-12,Handle On You,Parker McCollum,50,50,14,15
2023-04-12,Wild As Her,Corey Kent,51,51,26,15
2023-04-12,Red Ruby Da Sleeze,Nicki Minaj,52,13,5,15
2023-04-12,Next Thing You Know,Jordan Davis,53,53,11,15
2023-04-12,Everything I Love,Morgan Wallen,54,14,10,15
2023-04-12,Ain't That Some,Morgan Wallen,55,11,5,15
2023-04-12,Low Down,Lil Baby,56,50,3,15
2023-04-12,All Of The Girls You Loved Before,Taylor Swift,57,12,3,15
2023-04-12,Beso,Rosalia & Rauw Alejandro,58,52,2,15
2023-04-12,Bebe Dame,Fuerza Regida X Grupo Frontera,59,25,15,15
2023-04-12,I Wrote The Book,Morgan Wallen,60,18,10,15
2023-04-12,Void,Melanie Martinez,61,1,-,15
2023-04-12,Tennessee Orange,Megan Moroney,62,53,17,15
2023-04-12,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,63,63,11,15
2023-04-12,PRC,Peso Pluma X Natanael Cano,64,64,8,15
2023-04-12,Por Las Noches,Peso Pluma,65,65,4,15
2023-04-12,Cowgirls,Morgan Wallen Featuring ERNEST,66,40,5,15
2023-04-12,Dancin' In The Country,Tyler Hubbard,67,67,7,15
2023-04-12,What He Didn't Do,Carly Pearce,68,37,16,15
2023-04-12,Nonsense,Sabrina Carpenter,69,56,12,15
2023-04-12,Special,Lizzo Featuring SZA,70,52,8,15
2023-04-12,Yandel 150,Yandel & Feid,71,71,8,15
2023-04-12,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,72,9,12,15
2023-04-12,Man Made A Bar,Morgan Wallen Featuring Eric Church,73,15,5,15
2023-04-12,Painting Pictures,Superstar Pride,74,25,8,15
2023-04-12,Nasty,Russ,75,2,-,15
2023-04-12,Ceilings,Lizzy McAlpine,76,54,7,15
2023-04-12,In Ha Mood,Ice Spice,77,58,9,15
2023-04-12,ICU,Coco Jones,78,74,3,15
2023-04-12,Trance,Metro Boomin| Travis Scott & Young Thug,79,42,9,15
2023-04-12,Ch y La Pizza,Fuerza Regida X Natanael Cano,80,80,2,15
2023-04-12,Love Again,The Kid LAROI,81,40,10,15
2023-04-12,Need A Favor,Jelly Roll,82,1,-,15
2023-04-12,Forever,Lil Baby Featuring Fridayy,83,8,13,15
2023-04-12,Sunrise,Morgan Wallen,84,30,5,15
2023-04-12,Cupid,Fifty Fifty,85,85,3,15
2023-04-12,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,86,69,2,15
2023-04-12,Human,Cody Johnson,87,84,10,15
2023-04-12,River,Miley Cyrus,88,32,4,15
2023-04-12,WHARF TALK,Tyler| The Creator Featuring A$AP Rocky,89,1,-,15
2023-04-12,Gold,Dierks Bentley,90,90,5,15
2023-04-12,Growin' Up And Gettin' Old,Luke Combs,91,54,5,15
2023-04-12,Nobody Gets Me,SZA,92,10,17,15
2023-04-12,Que Vuelvas,Carin Leon X Grupo Frontera,93,50,15,15
2023-04-12,Heaven,Niall Horan,94,62,6,15
2023-04-12,I Know,Kanii,95,1,-,15
2023-04-12,'98 Braves,Morgan Wallen,96,27,5,15
2023-04-12,Dawns,Zach Bryan Featuring Maggie Rogers,97,42,10,15
2023-04-12,Death,Melanie Martinez,98,2,-,15
2023-04-12,Hot Boy,Nardo Wick Featuring Lil Baby,99,1,-,15
2023-04-12,El Gordo Trae El Mando,Chino Pacas,100,84,3,15
2023-04-19,Last Night,Morgan Wallen,1,1,11,16
2023-04-19,Search & Rescue,Drake,2,1,-,16
2023-04-19,Flowers,Miley Cyrus,3,1,13,16
2023-04-19,Kill Bill,SZA,4,2,18,16
2023-04-19,Creepin',Metro Boomin| The Weeknd & 21 Savage,5,3,19,16
2023-04-19,Calm Down,Rema & Selena Gomez,6,6,32,16
2023-04-19,Die For You,The Weeknd & Ariana Grande,7,1,37,16
2023-04-19,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,8,3,10,16
2023-04-19,Anti-Hero,Taylor Swift,9,1,25,16
2023-04-19,Ella Baila Sola,Eslabon Armado X Peso Pluma,10,10,4,16
2023-04-19,Rock And A Hard Place,Bailey Zimmerman,11,10,44,16
2023-04-19,Players,Coi Leray,12,9,15,16
2023-04-19,You Proof,Morgan Wallen,13,5,48,16
2023-04-19,Favorite Song,Toosii,14,14,8,16
2023-04-19,Sure Thing,Miguel,15,15,37,16
2023-04-19,Lavender Haze,Taylor Swift,16,2,25,16
2023-04-19,La Bebe,Yng Lvcas x Peso Pluma,17,17,4,16
2023-04-19,As It Was,Harry Styles,18,1,54,16
2023-04-19,Thought You Should Know,Morgan Wallen,19,7,35,16
2023-04-19,Thinkin' Bout Me,Morgan Wallen,20,9,6,16
2023-04-19,I'm Good (Blue),David Guetta & Bebe Rexha,21,4,33,16
2023-04-19,One Thing At A Time,Morgan Wallen,22,10,19,16
2023-04-19,Fast Car,Luke Combs,23,23,3,16
2023-04-19,Under The Influence,Chris Brown,24,12,31,16
2023-04-19,Something In The Orange,Zach Bryan,25,10,51,16
2023-04-19,Escapism,RAYE Featuring 070 Shake,26,22,19,16
2023-04-19,Thank God,Kane Brown With Katelyn Brown,27,13,31,16
2023-04-19,Slut Me Out,NLE Choppa,28,28,4,16
2023-04-19,Unholy,Sam Smith & Kim Petras,29,1,29,16
2023-04-19,Just Wanna Rock,Lil Uzi Vert,30,10,26,16
2023-04-19,Handle On You,Parker McCollum,31,31,15,16
2023-04-19,Wait In The Truck,HARDY Featuring Lainey Wilson,32,23,32,16
2023-04-19,TQG,Karol G x Shakira,33,7,7,16
2023-04-19,Snooze,SZA,34,29,18,16
2023-04-19,Rich Flex,Drake & 21 Savage,35,2,23,16
2023-04-19,Heart Like A Truck,Lainey Wilson,36,29,22,16
2023-04-19,Dancin' In The Country,Tyler Hubbard,37,37,8,16
2023-04-19,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,38,8,19,16
2023-04-19,Spin Bout U,Drake & 21 Savage,39,5,23,16
2023-04-19,Love You Anyway,Luke Combs,40,15,9,16
2023-04-19,Fight The Feeling,Rod Wave,41,16,2,16
2023-04-19,Eyes Closed,Ed Sheeran,42,26,3,16
2023-04-19,Until I Found You,Stephen Sanchez,43,23,41,16
2023-04-19,Cuff It,Beyonce,44,6,35,16
2023-04-19,Going; Going; Gone,Luke Combs,45,23,22,16
2023-04-19,Bloody Mary,Lady Gaga,46,41,15,16
2023-04-19,Golden Hour,JVKE,47,10,33,16
2023-04-19,Next Thing You Know,Jordan Davis,48,48,12,16
2023-04-19,PRC,Peso Pluma X Natanael Cano,49,49,9,16
2023-04-19,Wild As Her,Corey Kent,50,50,27,16
2023-04-19,Por Las Noches,Peso Pluma,51,51,5,16
2023-04-19,Like Crazy,Jimin,52,1,3,16
2023-04-19,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,53,53,12,16
2023-04-19,Happy,NF,54,1,-,16
2023-04-19,Tennessee Orange,Megan Moroney,55,53,18,16
2023-04-19,Ain't That Some,Morgan Wallen,56,11,6,16
2023-04-19,Everything I Love,Morgan Wallen,57,14,11,16
2023-04-19,Low Down,Lil Baby,58,50,4,16
2023-04-19,5 Leaf Clover,Luke Combs,59,33,4,16
2023-04-19,Cupid,Fifty Fifty,60,60,4,16
2023-04-19,Red Ruby Da Sleeze,Nicki Minaj,61,13,6,16
2023-04-19,Bebe Dame,Fuerza Regida X Grupo Frontera,62,25,16,16
2023-04-19,I Wrote The Book,Morgan Wallen,63,18,11,16
2023-04-19,All Of The Girls You Loved Before,Taylor Swift,64,12,4,16
2023-04-19,Cowgirls,Morgan Wallen Featuring ERNEST,65,40,6,16
2023-04-19,Beso,Rosalia & Rauw Alejandro,66,52,3,16
2023-04-19,Man Made A Bar,Morgan Wallen Featuring Eric Church,67,15,6,16
2023-04-19,Nonsense,Sabrina Carpenter,68,56,13,16
2023-04-19,Dogtooth,Tyler| The Creator,69,33,3,16
2023-04-19,Ch y La Pizza,Fuerza Regida X Natanael Cano,70,70,3,16
2023-04-19,Strike (Holster),Lil Yachty,71,1,-,16
2023-04-19,Yandel 150,Yandel & Feid,72,71,9,16
2023-04-19,Need A Favor,Jelly Roll,73,73,2,16
2023-04-19,Special,Lizzo Featuring SZA,74,52,9,16
2023-04-19,ICU,Coco Jones,75,74,4,16
2023-04-19,In Ha Mood,Ice Spice,76,58,10,16
2023-04-19,Painting Pictures,Superstar Pride,77,25,9,16
2023-04-19,Ceilings,Lizzy McAlpine,78,54,8,16
2023-04-19,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,79,9,13,16
2023-04-19,Trance,Metro Boomin| Travis Scott & Young Thug,80,42,10,16
2023-04-19,Nasty,Russ,81,75,3,16
2023-04-19,Sorry Not Sorry,Tyler| The Creator,82,48,2,16
2023-04-19,Peaches,Jack Black,83,1,-,16
2023-04-19,Forever,Lil Baby Featuring Fridayy,84,8,14,16
2023-04-19,Careful,NF & Cordae,85,1,-,16
2023-04-19,Gold,Dierks Bentley,86,86,6,16
2023-04-19,El Azul,Junior H x Peso Pluma,87,1,-,16
2023-04-19,Love Again,The Kid LAROI,88,40,11,16
2023-04-19,Human,Cody Johnson,89,84,11,16
2023-04-19,I Know,Kanii,90,90,2,16
2023-04-19,Dawns,Zach Bryan Featuring Maggie Rogers,91,42,11,16
2023-04-19,El Gordo Trae El Mando,Chino Pacas,92,84,4,16
2023-04-19,Sunrise,Morgan Wallen,93,30,6,16
2023-04-19,Never Felt So Alone,Labrinth,94,1,-,16
2023-04-19,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,95,69,3,16
2023-04-19,Memory Lane,Old Dominion,96,2,-,16
2023-04-19,What He Didn't Do,Carly Pearce,97,37,17,16
2023-04-19,Que Vuelvas,Carin Leon X Grupo Frontera,98,50,16,16
2023-04-19,WTF,YoungBoy Never Broke Again Featuring Nicki Minaj,99,1,-,16
2023-04-19,'98 Braves,Morgan Wallen,100,27,6,16
2023-04-26,Kill Bill,SZA,1,1,19,17
2023-04-26,Last Night,Morgan Wallen,2,1,12,17
2023-04-26,Flowers,Miley Cyrus,3,1,14,17
2023-04-26,Princess Diana,Ice Spice & Nicki Minaj,4,1,-,17
2023-04-26,Ella Baila Sola,Eslabon Armado X Peso Pluma,5,5,5,17
2023-04-26,Creepin',Metro Boomin| The Weeknd & 21 Savage,6,3,20,17
2023-04-26,Calm Down,Rema & Selena Gomez,7,6,33,17
2023-04-26,Die For You,The Weeknd & Ariana Grande,8,1,38,17
2023-04-26,Search & Rescue,Drake,9,2,2,17
2023-04-26,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,10,3,11,17
2023-04-26,Anti-Hero,Taylor Swift,11,1,26,17
2023-04-26,La Bebe,Yng Lvcas x Peso Pluma,12,12,5,17
2023-04-26,Chemical,Post Malone,13,1,-,17
2023-04-26,Favorite Song,Toosii,14,14,9,17
2023-04-26,Un x100to,Grupo Frontera X Bad Bunny,15,1,-,17
2023-04-26,Players,Coi Leray,16,9,16,17
2023-04-26,Rock And A Hard Place,Bailey Zimmerman,17,10,45,17
2023-04-26,You Proof,Morgan Wallen,18,5,49,17
2023-04-26,Fast Car,Luke Combs,19,19,4,17
2023-04-26,Sure Thing,Miguel,20,15,38,17
2023-04-26,As It Was,Harry Styles,21,1,55,17
2023-04-26,Thinkin' Bout Me,Morgan Wallen,22,9,7,17
2023-04-26,Lavender Haze,Taylor Swift,23,2,26,17
2023-04-26,One Thing At A Time,Morgan Wallen,24,10,20,17
2023-04-26,Thought You Should Know,Morgan Wallen,25,7,36,17
2023-04-26,I'm Good (Blue),David Guetta & Bebe Rexha,26,4,34,17
2023-04-26,Under The Influence,Chris Brown,27,12,32,17
2023-04-26,Thank God,Kane Brown With Katelyn Brown,28,13,32,17
2023-04-26,Something In The Orange,Zach Bryan,29,10,52,17
2023-04-26,Escapism,RAYE Featuring 070 Shake,30,22,20,17
2023-04-26,Slut Me Out,NLE Choppa,31,28,5,17
2023-04-26,Por Las Noches,Peso Pluma,32,32,6,17
2023-04-26,Unholy,Sam Smith & Kim Petras,33,1,30,17
2023-04-26,Wait In The Truck,HARDY Featuring Lainey Wilson,34,23,33,17
2023-04-26,PRC,Peso Pluma X Natanael Cano,35,35,10,17
2023-04-26,Just Wanna Rock,Lil Uzi Vert,36,10,27,17
2023-04-26,Handle On You,Parker McCollum,37,31,16,17
2023-04-26,Dancin' In The Country,Tyler Hubbard,38,37,9,17
2023-04-26,Snooze,SZA,39,29,19,17
2023-04-26,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,40,40,13,17
2023-04-26,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,41,8,20,17
2023-04-26,TQG,Karol G x Shakira,42,7,8,17
2023-04-26,Rich Flex,Drake & 21 Savage,43,2,24,17
2023-04-26,Love You Anyway,Luke Combs,44,15,10,17
2023-04-26,Spin Bout U,Drake & 21 Savage,45,5,24,17
2023-04-26,Next Thing You Know,Jordan Davis,46,46,13,17
2023-04-26,Eyes Closed,Ed Sheeran,47,26,4,17
2023-04-26,Daylight,David Kushner,48,1,-,17
2023-04-26,Heart Like A Truck,Lainey Wilson,49,29,23,17
2023-04-26,Cupid,Fifty Fifty,50,50,5,17
2023-04-26,Wild As Her,Corey Kent,51,50,28,17
2023-04-26,Bebe Dame,Fuerza Regida X Grupo Frontera,52,25,17,17
2023-04-26,Bloody Mary,Lady Gaga,53,41,16,17
2023-04-26,Tennessee Orange,Megan Moroney,54,53,19,17
2023-04-26,Fight The Feeling,Rod Wave,55,16,3,17
2023-04-26,Peaches,Jack Black,56,56,2,17
2023-04-26,Low Down,Lil Baby,57,50,5,17
2023-04-26,Beso,Rosalia & Rauw Alejandro,58,52,4,17
2023-04-26,El Azul,Junior H x Peso Pluma,59,59,2,17
2023-04-26,Red Ruby Da Sleeze,Nicki Minaj,60,13,7,17
2023-04-26,Ain't That Some,Morgan Wallen,61,11,7,17
2023-04-26,Never Felt So Alone,Labrinth,62,62,2,17
2023-04-26,Nonsense,Sabrina Carpenter,63,56,14,17
2023-04-26,Everything I Love,Morgan Wallen,64,14,12,17
2023-04-26,See You Again,Tyler| The Creator Featuring Kali Uchis,65,1,-,17
2023-04-26,I Wrote The Book,Morgan Wallen,66,18,12,17
2023-04-26,Cowgirls,Morgan Wallen Featuring ERNEST,67,40,7,17
2023-04-26,Man Made A Bar,Morgan Wallen Featuring Eric Church,68,15,7,17
2023-04-26,Ch y La Pizza,Fuerza Regida X Natanael Cano,69,69,4,17
2023-04-26,Need A Favor,Jelly Roll,70,70,3,17
2023-04-26,Yandel 150,Yandel & Feid,71,71,10,17
2023-04-26,In Ha Mood,Ice Spice,72,58,11,17
2023-04-26,Trance,Metro Boomin| Travis Scott & Young Thug,73,42,11,17
2023-04-26,ICU,Coco Jones,74,74,5,17
2023-04-26,El Gordo Trae El Mando,Chino Pacas,75,75,5,17
2023-04-26,All Of The Girls You Loved Before,Taylor Swift,76,12,5,17
2023-04-26,Gold,Dierks Bentley,77,77,7,17
2023-04-26,Dogtooth,Tyler| The Creator,78,33,4,17
2023-04-26,Painting Pictures,Superstar Pride,79,25,10,17
2023-04-26,Ceilings,Lizzy McAlpine,80,54,9,17
2023-04-26,Human,Cody Johnson,81,81,12,17
2023-04-26,Que Vuelvas,Carin Leon X Grupo Frontera,82,50,17,17
2023-04-26,Strike (Holster),Lil Yachty,83,71,2,17
2023-04-26,Sunrise,Morgan Wallen,84,30,7,17
2023-04-26,Like Crazy,Jimin,85,1,4,17
2023-04-26,Dawns,Zach Bryan Featuring Maggie Rogers,86,42,12,17
2023-04-26,Happy,NF,87,54,2,17
2023-04-26,Chanel,Becky G & Peso Pluma,88,1,-,17
2023-04-26,Forever,Lil Baby Featuring Fridayy,89,8,15,17
2023-04-26,Igualito A Mi Apa,Fuerza Regida & Peso Pluma,90,1,-,17
2023-04-26,Special,Lizzo Featuring SZA,91,52,10,17
2023-04-26,5 Leaf Clover,Luke Combs,92,33,5,17
2023-04-26,Bzrp Music Sessions; Vol. 53,Bizarrap & Shakira,93,9,14,17
2023-04-26,Heaven,Niall Horan,94,7,-,17
2023-04-26,Don't Play With It,Lola Brooke X Latto X Yung Miami Or Featuring Billy B,95,69,4,17
2023-04-26,Memory Lane,Old Dominion,96,96,3,17
2023-04-26,Love Again,The Kid LAROI,97,40,12,17
2023-04-26,'98 Braves,Morgan Wallen,98,27,7,17
2023-04-26,Di Que Si,Grupo Marca Registrada X Grupo Frontera,99,1,-,17
2023-04-26,It Matters To Her,Scotty McCreery,100,1,-,17
2023-05-03,Last Night,Morgan Wallen,1,1,13,18
2023-05-03,Kill Bill,SZA,2,1,20,18
2023-05-03,Flowers,Miley Cyrus,3,1,15,18
2023-05-03,Ella Baila Sola,Eslabon Armado X Peso Pluma,4,4,6,18
2023-05-03,Un x100to,Grupo Frontera X Bad Bunny,5,5,2,18
2023-05-03,Calm Down,Rema & Selena Gomez,6,6,34,18
2023-05-03,Creepin',Metro Boomin| The Weeknd & 21 Savage,7,3,21,18
2023-05-03,Die For You,The Weeknd & Ariana Grande,8,1,39,18
2023-05-03,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,9,3,12,18
2023-05-03,Anti-Hero,Taylor Swift,10,1,27,18
2023-05-03,La Bebe,Yng Lvcas x Peso Pluma,11,11,6,18
2023-05-03,Search & Rescue,Drake,12,2,3,18
2023-05-03,Favorite Song,Toosii,13,13,10,18
2023-05-03,Fast Car,Luke Combs,14,14,5,18
2023-05-03,Sure Thing,Miguel,15,15,39,18
2023-05-03,Players,Coi Leray,16,9,17,18
2023-05-03,Rock And A Hard Place,Bailey Zimmerman,17,10,46,18
2023-05-03,Double Fantasy,The Weeknd Featuring Future,18,1,-,18
2023-05-03,You Proof,Morgan Wallen,19,5,50,18
2023-05-03,As It Was,Harry Styles,20,1,56,18
2023-05-03,Chemical,Post Malone,21,13,2,18
2023-05-03,One Thing At A Time,Morgan Wallen,22,10,21,18
2023-05-03,Thinkin' Bout Me,Morgan Wallen,23,9,8,18
2023-05-03,Thought You Should Know,Morgan Wallen,24,7,37,18
2023-05-03,I'm Good (Blue),David Guetta & Bebe Rexha,25,4,35,18
2023-05-03,Something In The Orange,Zach Bryan,26,10,53,18
2023-05-03,Thank God,Kane Brown With Katelyn Brown,27,13,33,18
2023-05-03,Por Las Noches,Peso Pluma,28,28,7,18
2023-05-03,Princess Diana,Ice Spice & Nicki Minaj,29,4,2,18
2023-05-03,Escapism,RAYE Featuring 070 Shake,30,22,21,18
2023-05-03,Under The Influence,Chris Brown,31,12,33,18
2023-05-03,Dancin' In The Country,Tyler Hubbard,32,32,10,18
2023-05-03,PRC,Peso Pluma X Natanael Cano,33,33,11,18
2023-05-03,Slut Me Out,NLE Choppa,34,28,6,18
2023-05-03,Lavender Haze,Taylor Swift,35,2,27,18
2023-05-03,Handle On You,Parker McCollum,36,31,17,18
2023-05-03,Unholy,Sam Smith & Kim Petras,37,1,31,18
2023-05-03,Snooze,SZA,38,29,20,18
2023-05-03,Just Wanna Rock,Lil Uzi Vert,39,10,28,18
2023-05-03,AMG,Gabito Ballesteros| Peso Pluma & Natanael Cano,40,40,14,18
2023-05-03,Cupid,Fifty Fifty,41,41,6,18
2023-05-03,Superhero (Heroes & Villains),Metro Boomin| Future & Chris Brown,42,8,21,18
2023-05-03,TQG,Karol G x Shakira,43,7,9,18
2023-05-03,Wait In The Truck,HARDY Featuring Lainey Wilson,44,23,34,18
2023-05-03,Eyes Closed,Ed Sheeran,45,26,5,18
2023-05-03,Spin Bout U,Drake & 21 Savage,46,5,25,18
2023-05-03,Daylight,David Kushner,47,47,2,18
2023-05-03,Rich Flex,Drake & 21 Savage,48,2,25,18
2023-05-03,Love You Anyway,Luke Combs,49,15,11,18
2023-05-03,Bebe Dame,Fuerza Regida X Grupo Frontera,50,25,18,18
2023-05-03,Wild As Her,Corey Kent,51,50,29,18
2023-05-03,See You Again,Tyler| The Creator Featuring Kali Uchis,52,52,2,18
2023-05-03,Tennessee Orange,Megan Moroney,53,53,20,18
2023-05-03,Next Thing You Know,Jordan Davis,54,46,14,18
2023-05-03,Alone,Kim Petras Featuring Nicki Minaj,55,1,-,18
2023-05-03,Chanel,Becky G & Peso Pluma,56,56,2,18
2023-05-03,El Azul,Junior H x Peso Pluma,57,57,3,18
2023-05-03,Haegeum,Agust D,58,1,-,18
2023-05-03,Low Down,Lil Baby,59,50,6,18
2023-05-03,Need A Favor,Jelly Roll,60,60,4,18
2023-05-03,Bloody Mary,Lady Gaga,61,41,17,18
2023-05-03,Peaches,Jack Black,62,56,3,18
2023-05-03,Nonsense,Sabrina Carpenter,63,56,15,18
2023-05-03,Ain't That Some,Morgan Wallen,64,11,8,18
2023-05-03,Fight The Feeling,Rod Wave,65,16,4,18
2023-05-03,Red Ruby Da Sleeze,Nicki Minaj,66,13,8,18
2023-05-03,Beso,Rosalia & Rauw Alejandro,67,52,5,18
2023-05-03,Ch y La Pizza,Fuerza Regida X Natanael Cano,68,68,5,18
2023-05-03,Cowgirls,Morgan Wallen Featuring ERNEST,69,40,8,18
2023-05-03,I Wrote The Book,Morgan Wallen,70,18,13,18
2023-05-03,El Gordo Trae El Mando,Chino Pacas,71,71,6,18
2023-05-03,Gold,Dierks Bentley,72,72,8,18
2023-05-03,Man Made A Bar,Morgan Wallen Featuring Eric Church,73,15,8,18
2023-05-03,Everything I Love,Morgan Wallen,74,14,13,18
2023-05-03,Karma,Taylor Swift Featuring Ice Spice,75,7,-,18
2023-05-03,ICU,Coco Jones,76,74,6,18
2023-05-03,Que Vuelvas,Carin Leon X Grupo Frontera,77,50,18,18
2023-05-03,Trance,Metro Boomin| Travis Scott & Young Thug,78,42,12,18
2023-05-03,Yandel 150,Yandel & Feid,79,71,11,18
2023-05-03,Igualito A Mi Apa,Fuerza Regida & Peso Pluma,80,80,2,18
2023-05-03,In Ha Mood,Ice Spice,81,58,12,18
2023-05-03,Fragil,Yahritza y Su Esencia x Grupo Frontera,82,1,-,18
2023-05-03,Human,Cody Johnson,83,81,13,18
2023-05-03,Painting Pictures,Superstar Pride,84,25,11,18
2023-05-03,Never Felt So Alone,Labrinth,85,62,3,18
2023-05-03,Dawns,Zach Bryan Featuring Maggie Rogers,86,42,13,18
2023-05-03,Ceilings,Lizzy McAlpine,87,54,10,18
2023-05-03,Memory Lane,Old Dominion,88,88,4,18
2023-05-03,Di Que Si,Grupo Marca Registrada X Grupo Frontera,89,89,2,18
2023-05-03,Strike (Holster),Lil Yachty,90,71,3,18
2023-05-03,Happy,NF,91,54,3,18
2023-05-03,Forever,Lil Baby Featuring Fridayy,92,8,16,18
2023-05-03,Moonlight,Kali Uchis,93,3,-,18
2023-05-03,Sunrise,Morgan Wallen,94,30,8,18
2023-05-03,You Didn't,Brett Young,95,12,-,18
2023-05-03,It Matters To Her,Scotty McCreery,96,96,2,18
2023-05-03,Like Crazy,Jimin,97,1,5,18
2023-05-03,All Of The Girls You Loved Before,Taylor Swift,98,12,6,18
2023-05-03,5 Leaf Clover,Luke Combs,99,33,6,18
2023-05-03,Big Truck,YoungBoy Never Broke Again,100,1,-,18
2023-05-10,Last Night,Morgan Wallen,1,1,14,19
2023-05-10,Kill Bill,SZA,2,1,21,19
2023-05-10,Flowers,Miley Cyrus,3,1,16,19
2023-05-10,Ella Baila Sola,Eslabon Armado X Peso Pluma,4,4,7,19
2023-05-10,Calm Down,Rema & Selena Gomez,5,5,35,19
2023-05-10,Creepin',Metro Boomin| The Weeknd & 21 Savage,6,3,22,19
2023-05-10,Un x100to,Grupo Frontera X Bad Bunny,7,5,3,19
2023-05-10,Die For You,The Weeknd & Ariana Grande,8,1,40,19
2023-05-10,Boy's A Liar; Pt. 2,PinkPantheress & Ice Spice,9,3,13,19
2023-05-10,Anti-Hero,Taylor Swift,10,1,28,19
2023-05-10,Favorite Song,Toosii,11,11,11,19
2023-05-10,La Bebe,Yng Lvcas x Peso Pluma,12,11,7,19
2023-05-10,Search & Rescue,Drake,13,2,4,19
2023-05-10,Fast Car,Luke Combs,14,14,6,19
2023-05-10,Sure Thing,Miguel,15,15,40,19
2023-05-10,Rock And A Hard Place,Bailey Zimmerman,16,10,47,19
2023-05-10,Players,Coi Leray,17,9,18,19
2023-05-10,You Proof,Morgan Wallen,18,5,51,19
2023-05-10,Cupid,Fifty Fifty,19,19,7,19
2023-05-10,As It Was,Harry Styles,20,1,57,19
2023-05-10,Something In The Orange,Zach Bryan,21,10,54,19
2023-05-10,Chemical,Post Malone,22,13,3,19
2023-05-10,Thinkin' Bout Me,Morgan Wallen,23,9,9,19
