track_name,artist(s)_name,in_spotify_playlists,in_spotify_charts,streams,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,release_date
About Damn Time,Lizzo,9021,0,723894473,109,A#,Minor,84,72,74,10,0,34,7,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,2022-04-14
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",4627,0,237351106,101,C#,Minor,78,40,74,36,0,17,27,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Despuï¿½ï¿½s de la P,Bad Bunny,2229,0,461558540,78,F,Major,56,61,90,36,0,18,31,Not Found,2022-05-06
Un Ratito,Bad Bunny,1112,6,417230415,93,Unknown,Minor,79,22,55,31,0,12,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
United In Grief,Kendrick Lamar,2575,0,156898322,87,G#,Major,52,32,83,24,0,17,43,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",3107,0,127309180,153,A#,Minor,55,50,78,19,0,11,35,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Yo No Soy Celoso,Bad Bunny,1179,0,313113297,142,Unknown,Major,87,93,59,28,0,17,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
Rich Spirit,Kendrick Lamar,3486,0,173702135,96,A#,Minor,85,41,43,39,0,12,21,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2942,0,271666301,125,Unknown,Major,50,39,78,4,0,11,33,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,2022-05-12
Me Fui de Vacaciones,Bad Bunny,1443,0,305650299,85,A#,Major,71,43,65,23,0,9,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
Silent Hill,"Kendrick Lamar, Kodak Black",3028,0,123216717,140,C#,Minor,92,78,57,46,0,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
La Corriente,"Tony Dize, Bad Bunny",1796,8,479655659,196,B,Minor,66,58,79,23,0,22,20,Not Found,2022-05-06
Count Me Out,Kendrick Lamar,2729,0,126191104,134,G,Major,78,51,43,69,0,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Andrea,"Buscabulla, Bad Bunny",1195,0,344055883,103,C#,Minor,80,45,62,76,0,10,38,Not Found,2022-05-06
Dos Mil 16,Bad Bunny,892,3,338422004,130,C#,Major,82,50,67,12,0,13,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
We Cry Together,"Kendrick Lamar, Taylour Paige",1635,0,68895644,108,B,Major,65,52,69,31,0,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",2291,0,86176890,123,G#,Major,61,66,71,53,0,32,46,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Un Coco,Bad Bunny,1029,28,403231558,152,B,Major,84,74,69,21,0,18,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
Otro Atardecer,"Bad Bunny, The Marï¿½ï",1681,7,319546754,108,D,Major,78,55,60,59,0,7,4,Not Found,2022-05-06
Worldwide Steppers,Kendrick Lamar,1480,0,61739839,72,A#,Minor,56,56,47,76,0,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Aguacero,Bad Bunny,829,0,283359161,121,F#,Minor,86,67,65,42,0,35,7,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",2308,0,76831876,138,D#,Minor,57,71,82,19,0,15,29,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Un Verano Sin Ti,Bad Bunny,1004,1,283332261,188,F,Minor,50,41,50,69,0,12,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
ULTRA SOLO,"Polima WestCoast, Pailita",1367,0,307752576,110,C#,Major,80,26,85,23,0,11,21,https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd,2022-02-14
Ensï¿½ï¿½ï¿½ï¿½ame,Bad Bunny,1112,3,279737940,105,G#,Major,81,77,79,19,0,47,8,Not Found,2022-05-06
El Apagï¿½,Bad Bunny,1209,0,212351890,118,G#,Major,63,60,70,5,0,9,31,Not Found,2022-05-06
Callaita,"Bad Bunny, Tainy",9539,15,1304313953,176,D,Major,61,24,62,60,0,24,31,https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5,2019-05-31
Dua Lipa,Jack Harlow,1992,0,150500965,158,B,Major,83,41,65,0,10,11,8,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,2022-05-06
Agosto,Bad Bunny,897,0,246127838,115,C#,Minor,85,72,58,9,0,49,12,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2022-05-06
House Of Memories,Panic! At The Disco,2948,0,582863434,110,B,Minor,51,48,82,0,0,5,3,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,2016-01-15
Mr. Morale,"Kendrick Lamar, Tanna Leone",1860,0,58687425,174,A,Major,73,26,54,30,0,34,32,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
That That (prod. & feat. SUGA of BTS),"PSY, Suga",802,0,212109195,130,E,Major,91,91,96,3,0,3,9,https://i.scdn.co/image/ab67616d0000b273b5c128b71507ef309ff4912e,2022-04-29
In The Stars,Benson Boone,2224,8,382199619,78,A#,Major,36,30,54,34,0,14,5,https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6,2022-04-29
Rich - Interlude,Kendrick Lamar,1103,0,41210087,104,G,Major,44,74,42,88,0,9,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
SUPERMODEL,Mï¿½ï¿½ne,2265,0,231657891,121,G,Major,64,80,88,0,0,12,6,Not Found,2022-05-13
Stefania (Kalush Orchestra),KALUSH,555,0,53729194,105,D,Major,83,32,82,14,0,12,4,https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930,2022-03-10
Thousand Miles,The Kid Laroi,2050,0,244741137,81,G,Major,38,20,66,9,0,9,8,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39,2022-04-22
Crown,Kendrick Lamar,1493,0,42485571,170,C#,Minor,37,14,24,80,0,11,4,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Auntie Diaries,Kendrick Lamar,1545,0,37778188,78,G,Major,43,60,38,76,1,48,38,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
PUFFIN ON ZOOTIEZ,Future,2350,0,254218729,125,G#,Major,88,28,66,6,0,13,31,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,2022-04-29
Mirror,Kendrick Lamar,1929,0,53603447,92,E,Minor,66,29,65,23,0,8,7,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Beautiful Girl,Luciano,710,4,160035717,140,B,Minor,84,61,42,31,0,9,9,https://i.scdn.co/image/ab67616d0000b2731471ae084d0835cfc320fa6a,2022-04-22
"Paulo Londra: Bzrp Music Sessions, Vol. 23","Bizarrap, Paulo Londra",928,0,164163229,96,Unknown,Major,61,32,90,25,0,10,9,https://i.scdn.co/image/ab67616d0000b27342f5c9660f46df77e7ab71be,2022-04-25
Savior - Interlude,Kendrick Lamar,1194,0,37091576,118,F,Minor,66,83,43,84,0,19,19,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
Pasoori,"Shae Gill, Ali Sethi",349,6,284249832,92,B,Minor,71,67,60,7,0,6,4,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f,2022-02-06
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",1890,0,33381454,140,G#,Minor,49,50,37,87,0,11,35,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,2022-05-13
TUS Lï¿½ï¿½GR,"Sech, Mora",1308,2,184622518,174,C#,Major,68,45,71,18,0,11,25,Not Found,2022-04-01
Where Did You Go?,"MNEK, Jax Jones",4531,0,300983101,127,A#,Major,77,53,78,19,0,29,4,Not Found,2022-01-26
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",1657,0,121077868,96,B,Major,71,37,52,62,0,11,36,Not Found,2022-05-06
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",1351,0,106919680,150,G#,Minor,82,82,66,13,0,11,6,https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872,2022-04-29
ZOOM,Jessi,608,0,136996305,100,F#,Major,87,46,60,1,0,13,16,https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca,2022-04-13
